Startup Name,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score,Industry_AgriTech,Industry_Autonomous Vehicles,Industry_Cybersecurity,Industry_EdTech,Industry_FinTech,Industry_GreenTech,Industry_Healthcare,Industry_Quantum Computing
NeuroCloudSystems,0.3493714214984471,1.2244456889647455,1.6155479247762947,1.542111012944297,0.5606766296220853,3,1.5695679307989276,40.04,False,False,False,False,False,False,False,True
GreenCloudSolutions,-1.2806793252590487,-0.6794543133127987,-0.3593431614124362,-0.8270926035833711,0.6586197284606332,3,-0.8054808187887276,67.92,False,False,False,False,False,True,False,False
NextDataInc,-1.5858868425503119,1.7004206895341316,1.0367005374451146,0.8420406575511142,0.5821016824930176,1,0.04275087749257791,56.55,False,False,False,False,False,False,True,False
InnoConnectAnalytics,-0.9331554619203215,-0.20347931274341263,-0.4501427515820331,-0.41153359951992996,-1.3692785297833319,3,-0.9751271580449886,63.25,False,False,False,False,False,False,False,False
AgriDataHub,0.7109077816337804,-0.9174418135974918,0.07195489189314852,-1.4043057845387108,-0.14703027552728448,2,0.04275087749257791,84.12,False,False,False,False,False,False,False,False
GreenLabSystems,-0.5382958506965402,0.27249568782597344,0.12870463574914665,-0.3287666609512779,1.2660029733413514,2,1.3999215915426666,27.57,False,False,False,False,False,False,True,False
FinGrowthVentures,-0.12719289741500095,-0.9174418135974918,-1.3430053882497353,-1.1163458107686084,1.6173058243837823,3,-1.1447734973012498,19.72,False,False,False,False,False,True,False,False
FinDataHub,-1.2790061913131852,-0.20347931274341263,1.5587981809202964,-1.1641954471286104,-0.4956124849353114,1,-1.3144198365575108,0.76,False,False,False,False,False,False,True,False
NextSphereSolutions,-0.7084675157737383,-0.9174418135974918,0.2724706535176749,0.3079352571002808,0.7126924809444151,3,-0.1268954617636832,69.45,False,False,False,False,False,False,False,False
AgriHealthInc,-0.9131475684843708,0.03450818754128039,-1.0781732502550778,1.2860507967475294,0.44504936015991065,1,-0.46618814027620536,38.39,False,False,True,False,False,False,False,False
GreenFinanceAnalytics,0.9400574183026663,-0.4414668130281057,1.1312834438717778,1.5718553814924061,1.428221230792697,1,1.0606289130301445,55.0,False,False,False,False,False,False,False,True
AgriFinanceInc,-0.5845161759510188,0.27249568782597344,-0.7982078472321542,-0.703804351340483,0.33792409580524874,2,-0.6358344795324664,10.15,False,True,False,False,False,False,False,False
NextCloudInc,1.083946937646926,-1.1554293138821847,0.9913007423603164,1.5334894568433954,0.717793684008923,2,-0.9751271580449886,76.41,False,False,False,False,False,True,False,False
GreenLabAnalytics,0.41232308621156033,-0.20347931274341263,0.7416018693939251,-0.29040073630226726,-1.699496408159131,1,-1.4840661758137719,7.1,False,False,False,False,False,True,False,False
NeuroGrowthInc,0.3408663239403075,-1.1554293138821847,1.5398815996349635,0.7049579155467841,1.4003346540400545,3,1.0606289130301445,46.12,False,False,False,True,False,False,False,False
NextFinanceTech,-1.2930186881097916,-1.6314043144515709,0.6432356467101951,1.447273895834383,0.9480279823203709,3,-0.29654180101994426,35.34,True,False,False,False,False,False,False,False
GreenCloudVentures,-1.3755599627723902,1.4624331892494387,0.33678702988780596,1.7029030342261058,0.7626842709765906,2,0.8909825737738833,66.32,False,False,False,False,False,False,False,True
NextGrowthVentures,0.9719166771884834,-0.6794543133127987,1.3544991030387032,0.5148526035219111,1.0663758934169498,1,-1.1447734973012498,77.81,False,False,False,True,False,False,False,False
NextFinanceInnovations,0.8492201878251617,-0.4414668130281057,-1.157622891653475,1.3429530670134782,0.6252918684391833,1,0.7213362345176223,35.0,False,False,False,False,False,True,False,False
HyperCloudInnovations,-1.4865445145146676,1.4624331892494387,-1.660803953843324,-1.1180701219887887,-1.4951082053745222,3,1.5695679307989276,45.31,False,False,False,False,False,True,False,False
FinConnectAI,-0.281609217835318,-0.6794543133127987,-1.4829880897611967,-0.908566308736888,0.8762710592129624,3,-1.1447734973012498,11.56,True,False,False,False,False,False,False,False
QuantumConnectAI,1.0689584460485653,1.2244456889647455,-1.464071508475864,-1.3249874684104193,-1.2114813149878934,2,0.3820435560051001,54.32,False,False,False,False,False,False,False,True
FinLabInnovations,-0.8915362550169675,0.03450818754128039,1.0896669650440463,-0.6723356715721933,1.4272009901797953,3,1.5695679307989276,11.3,False,False,False,False,False,False,True,False
TechFinanceHub,1.617885808120609,1.2244456889647455,0.4162366712862031,1.6270333405381743,-0.630284245838315,1,0.8909825737738833,16.24,True,False,False,False,False,False,False,False
HyperAIInnovations,-0.5332067349445389,-1.1554293138821847,0.5070362614558,-0.5266313734669618,-1.4080476730735905,3,0.8909825737738833,59.44,False,True,False,False,False,False,False,False
FinSphereInnovations,-0.39154806086143096,-0.6794543133127987,-0.2193604599009744,-1.5047469131142104,1.458828449179743,2,0.3820435560051001,38.31,False,False,False,False,False,False,False,True
NeuroFinanceSolutions,0.9141238421417825,0.5104831881106665,-0.44635943532496664,-1.303433578158166,-0.013718835441482903,2,-0.29654180101994426,45.77,False,False,False,False,False,False,False,True
HyperLabSystems,-1.1126687915285907,-1.1554293138821847,-0.09829433967484556,0.357078126875418,1.0779386203631671,2,1.5695679307989276,53.38,False,False,False,True,False,False,False,False
NextEdgeAnalytics,-1.0339617821585965,0.03450818754128039,0.5032529451987332,-0.3598042629145224,-0.32727278380655683,1,-0.46618814027620536,3.91,True,False,False,False,False,False,False,False
AgriConnectHub,-1.6408911210205737,0.5104831881106665,-1.059256668969745,-1.0874635978305893,0.9126596410731173,1,1.2302752522864056,97.84,False,True,False,False,False,False,False,False
TechDataVentures,-0.8699249415495642,1.2244456889647455,-0.01884469827644837,1.1183615305849997,-1.3815214171381505,2,-0.46618814027620536,28.83,False,False,False,False,True,False,False,False
InnoEdgeHub,1.3636391622637711,-0.9174418135974918,-0.8549575910881522,0.9967975895622918,0.44674976118141313,2,-0.9751271580449886,66.87,True,False,False,False,False,False,False,False
TechConnectVentures,0.013350354037531362,-1.1554293138821847,1.2145164015272418,0.054892585538828406,-0.03310340708661221,3,-0.8054808187887276,50.06,False,False,True,False,False,False,False,False
AgriCloudSystems,1.7377240269930807,-0.4414668130281057,0.2422041234611426,1.4076147377702375,1.2826669033520768,1,1.3999215915426666,32.18,True,False,False,False,False,False,False,False
SmartSphereTech,-0.9905997273949677,1.2244456889647455,1.7214807799741574,-0.24168894433217497,0.2702481351494464,1,-0.46618814027620536,43.09,False,False,True,False,False,False,False,False
NextLabHub,1.095589161353559,0.7484706883953595,1.6949975661746914,1.4964167656095202,0.4606930495577343,1,-1.4840661758137719,16.2,False,False,False,False,False,True,False,False
FinFinanceTech,-0.8466404941362975,-1.6314043144515709,-0.832257693545753,1.2343214601421217,0.17536575814960298,3,-1.1447734973012498,84.75,False,False,False,False,False,False,False,False
QuantumFinanceSolutions,-0.5013474760587219,0.03450818754128039,-1.157622891653475,1.6809180661688072,-1.1835947382352512,1,1.2302752522864056,79.06,False,False,True,False,False,False,False,False
QuantumConnectSolutions,1.124381008005293,-1.1554293138821847,-1.6532373213291907,0.7894491653356166,0.48789946590177535,2,-0.46618814027620536,64.34,False,False,False,False,False,False,False,True
HyperGrowthHub,0.36191992609242285,0.9864581886800525,-0.41609290526843434,0.500627035955424,0.1209529254615207,3,1.2302752522864056,27.05,False,False,False,False,False,False,True,False
GreenSphereHub,-0.005332975024610882,-0.6794543133127987,-1.3921884995916,1.1157750637547292,-1.0995949277730244,1,-1.3144198365575108,43.82,False,False,False,True,False,False,False,False
GreenSphereInc,1.658947303708675,-1.1554293138821847,-1.116006412825743,-1.461208054804659,0.90789851821291,1,0.212397216748839,56.01,False,False,False,False,False,False,True,False
InnoConnectVentures,1.472114013087253,0.03450818754128039,-1.2143726355094728,0.5622711620768681,0.01756854335416445,3,-0.46618814027620536,88.07,False,False,False,False,False,False,False,False
AgriGrowthInc,-0.33117581098152354,0.5104831881106665,1.051833802473381,0.8390231129157988,1.5761561196634204,2,-1.3144198365575108,54.91,False,False,False,False,False,True,False,False
FinLabVentures,-0.2677361488675333,1.2244456889647455,0.6583689117384611,-0.5119747280954297,-1.3291490656758713,2,-1.4840661758137719,69.01,False,False,False,False,False,True,False,False
NextCloudAnalytics,-1.2607411457375088,-0.20347931274341263,-0.4123095890113679,0.14757431362351728,-0.11404249571013465,3,0.8909825737738833,81.79,False,False,False,False,False,False,True,False
HyperEdgeNetwork,-1.4739262960062807,-0.20347931274341263,-0.041544595818847424,-1.2038546051927563,1.2792661013090714,1,-0.46618814027620536,59.42,True,False,False,False,False,False,False,False
GreenAIHub,0.20875845613150365,1.7004206895341316,1.4112488468947015,0.17947407119685174,0.17808639978400706,2,-1.3144198365575108,29.4,False,False,False,False,True,False,False,False
NeuroSphereInc,-1.5069706914370842,-0.9174418135974918,-0.09072770716071232,-1.636225643652955,1.2483188027177248,1,-0.46618814027620536,8.48,True,False,False,False,False,False,False,False
SmartConnectSolutions,-0.6489318328667629,-1.393416814166878,-1.312738858193203,0.9955043561471566,0.08252386237556252,3,-0.8054808187887276,86.91,False,False,False,False,True,False,False,False
InnoAIAnalytics,0.8294214361324437,0.9864581886800525,-1.5510877823883944,0.731253661654533,-1.6219581215786139,2,-0.46618814027620536,6.08,False,False,False,False,False,False,False,True
NextLabInnovations,-0.3826246798168257,1.7004206895341316,-0.945757181257749,1.204146013788967,1.3326586933842524,2,-0.29654180101994426,79.28,False,True,False,False,False,False,False,False
AgriLabVentures,-1.3849713412178721,-0.4414668130281057,-0.7338914708620231,-1.2973984888875352,0.7069111174713063,1,-0.1268954617636832,39.33,False,True,False,False,False,False,False,False
GreenSphereSolutions,-1.282631314862556,0.03450818754128039,1.6760809848893585,-1.5814787624122317,-0.03888477055972101,3,-0.9751271580449886,41.95,False,False,False,False,False,False,True,False
InnoEdgeNetwork,-1.4652817706193193,-1.6314043144515709,-0.3593431614124362,-1.5698396616760153,-0.14464971409718086,3,0.7213362345176223,38.38,True,False,False,False,False,False,False,False
AgriSphereHub,0.5076220072113679,1.4624331892494387,-1.1765394729388075,1.029128424940672,1.0177444242019762,3,0.04275087749257791,36.66,False,False,False,False,False,False,False,True
GreenFinanceSystems,1.6636181359742106,-1.393416814166878,-1.4602881922187976,0.4657097337467738,-1.1716919310847331,1,-0.9751271580449886,57.82,False,False,False,False,False,False,True,False
InnoFinanceNetwork,-1.7230838261111172,-0.6794543133127987,-0.6506585132065593,-0.8421803267599481,1.2367560757715073,3,-1.1447734973012498,12.32,True,False,False,False,False,False,False,False
AgriCloudHub,-0.9346891680373631,-0.6794543133127987,-1.1046564640545433,0.42561949787758296,-1.1220402212568583,1,-0.46618814027620536,76.85,False,True,False,False,False,False,False,False
SmartLabInnovations,0.48914781989245837,0.9864581886800525,1.1275001276147114,-0.7408770425743584,0.8419229585786103,3,0.8909825737738833,95.47,False,False,False,False,True,False,False,False
FinDataNetwork,-1.347256113521533,1.2244456889647455,0.29517055106007395,0.9955043561471566,-1.5178935790626567,2,-0.46618814027620536,27.87,True,False,False,False,False,False,False,False
InnoEdgeInnovations,-1.408464930374372,-0.20347931274341263,-0.5031091791809644,0.6265017550285826,1.1629586714382956,1,0.5516898952613611,61.0,False,False,False,False,False,True,False,False
TechAIAI,-1.147595462648491,-0.9174418135974918,-1.0970898315404103,0.30621094588010056,0.2444020396226074,2,-0.9751271580449886,37.64,False,False,True,False,False,False,False,False
FinEdgeInc,1.222189629923896,-0.20347931274341263,1.5247483346066977,-0.26712253482983384,0.6735832574498558,3,-1.3144198365575108,7.93,False,False,False,True,False,False,False,False
InnoCloudInnovations,-0.9707312617878389,-0.6794543133127987,0.02277178055128362,-1.0344410278100464,0.6776642199014621,1,-0.6358344795324664,8.57,False,False,True,False,False,False,False,False
AgriLabInnovations,0.3868775074515534,-0.4414668130281057,0.1741044308339451,1.4744317975522223,0.5025229146866976,3,1.5695679307989276,68.46,False,False,False,False,False,False,False,False
FinCloudInc,-0.9158664111463991,0.7484706883953595,1.3961155818664357,-1.276706754245372,0.6365145151811001,1,-1.3144198365575108,76.41,False,False,False,False,True,False,False,False
NextSphereInc,-0.390850921717321,0.27249568782597344,-1.4224550296481324,0.8217800007139964,-0.8727614315045815,3,-1.4840661758137719,21.81,False,True,False,False,False,False,False,False
AgriSphereInc,-0.21956383400954727,-1.393416814166878,-0.11721092096017817,0.18335377144225745,-1.6035937905463862,1,0.3820435560051001,44.73,False,True,False,False,False,False,False,False
AgriSphereAI,-0.5167542511435479,-1.393416814166878,0.31408713234540653,1.0226622578649958,-0.06030982343065324,3,-0.6358344795324664,28.26,False,False,False,False,False,False,False,True
InnoDataInc,1.7413491505424514,-0.20347931274341263,0.5070362614558,0.6549528901615567,-0.44630085531173674,1,-1.653712515070033,87.72,False,False,False,False,False,False,False,False
TechCloudSolutions,0.9571373273333563,0.7484706883953595,-0.026411330790581278,-1.4935388901830389,0.33282289274074084,2,-1.3144198365575108,44.2,False,False,True,False,False,False,False,False
HyperHealthHub,1.0009873794978614,0.7484706883953595,1.426382111922968,-1.6526066002446675,0.7518017044389744,2,1.2302752522864056,9.09,True,False,False,False,False,False,False,False
FinGrowthNetwork,-0.9052698961559301,0.03450818754128039,-1.4451549271905315,0.6778000138289451,-1.456679142288564,3,1.5695679307989276,55.63,False,False,False,False,True,False,False,False
AgriDataTech,-0.5981801031755707,-0.20347931274341263,-1.657020637586257,0.9808477107756246,-1.4512378590197557,3,0.3820435560051001,89.64,False,False,False,False,False,False,True,False
FinEdgeSystems,1.3457924001745605,-0.20347931274341263,1.5096150695784312,-0.5576689754302064,0.08320402278416365,1,1.3999215915426666,54.34,False,False,False,False,True,False,False,False
GreenGrowthAI,1.5679009314879373,1.2244456889647455,0.7680850831933906,1.554612269290604,-1.003352229955979,2,-0.8054808187887276,10.17,False,True,False,False,False,False,False,False
HyperSphereAI,0.2857923315556348,0.5104831881106665,1.4755652232648324,0.21697784023577243,0.9980197723525465,1,-1.653712515070033,86.55,False,True,False,False,False,False,False,False
HyperGrowthAI,1.06644874512977,0.5104831881106665,-0.8057744797462872,-1.2594636420435694,-0.1766172533014291,2,0.04275087749257791,54.23,False,False,False,False,False,False,True,False
AgriHealthTech,-1.253212042981123,1.7004206895341316,-1.1689728404246744,-0.9827116912046389,0.5861826449446239,3,-0.46618814027620536,46.72,False,True,False,False,False,False,False,False
QuantumEdgeSystems,-0.645446137146214,0.27249568782597344,0.07952152440728176,-1.7233033602720578,0.30493631598809867,1,0.5516898952613611,84.54,False,False,False,False,False,False,False,False
NeuroAIInnovations,-0.6903418980268841,-0.20347931274341263,0.12870463574914665,-0.19254607455703773,-1.0740889124504858,3,1.3999215915426666,66.6,False,True,False,False,False,False,False,False
InnoAIInnovations,-0.6202794140438509,0.27249568782597344,1.2674828291261728,0.5532185281709218,0.7654049126109946,3,-0.6358344795324664,13.75,False,False,False,False,False,False,True,False
HyperFinanceAnalytics,-1.2235139154420465,1.2244456889647455,1.4604319582365668,-1.268085198144471,-0.11030161346282902,3,-0.8054808187887276,8.28,True,False,False,False,False,False,False,False
NeuroLabInc,1.7122784482330737,-0.6794543133127987,-0.35555984515536976,1.3795946804423083,1.063655251782546,1,0.04275087749257791,65.09,True,False,False,False,False,False,False,False
NeuroConnectAnalytics,0.3340343603280315,1.2244456889647455,-1.6418873725579914,-1.0753934192893275,1.0469913217718203,1,1.2302752522864056,84.33,True,False,False,False,False,False,False,False
NextEdgeNetwork,0.3596890808312716,-1.6314043144515709,-0.17396066481617597,0.8493689802368805,-0.07731383364567894,2,1.5695679307989276,90.94,False,False,False,False,False,False,True,False
NextSphereTech,0.8343014101412124,-0.4414668130281057,-1.01007355762788,1.6192739400473635,-0.4741874320643789,3,1.2302752522864056,72.71,False,False,False,False,False,False,False,True
InnoAINetwork,-0.16992752694893065,0.03450818754128039,1.1312834438717778,1.5252989785475395,-0.7329884675370701,3,-0.9751271580449886,34.7,True,False,False,False,False,False,False,False
NeuroFinanceNetwork,0.17132208409280825,1.2244456889647455,-0.9608904462860152,-1.2167869393441082,0.581081441880116,3,0.8909825737738833,1.84,False,False,True,False,False,False,False,False
AgriHealthAI,-1.5361808215752843,1.7004206895341316,1.2826160941544393,1.3744217467817672,-0.08547575854889135,3,0.8909825737738833,71.13,False,False,False,False,False,True,False,False
GreenHealthHub,-1.5289305744765425,-0.9174418135974918,-0.011278065762315128,-0.14771398283235118,0.6960285509336901,2,0.04275087749257791,18.18,False,False,False,False,False,True,False,False
FinFinanceInnovations,-0.8339525617134993,-0.6794543133127987,-1.4602881922187976,-0.9749522907138278,-0.21674671740888976,1,-1.3144198365575108,61.58,False,True,False,False,False,False,False,False
AgriDataInc,0.4881021111762938,-0.20347931274341263,-0.847390958574019,-0.7779497338082338,-0.7431908736660855,2,0.212397216748839,32.16,True,False,False,False,False,False,False,False
NeuroHealthSystems,-0.30461480959094095,-1.1554293138821847,-0.24584367370044025,-0.5218895176114662,0.032191992139086544,2,0.5516898952613611,65.8,False,False,False,True,False,False,False,False
QuantumEdgeInnovations,1.5780791629919404,1.7004206895341316,-0.9154906512012168,1.4425320399788872,1.6740992185019683,2,-0.29654180101994426,93.96,False,False,False,False,True,False,False,False
AgriDataAnalytics,-0.5789390627981407,0.7484706883953595,-1.2976055931649366,0.9830030998008499,-0.5320010667954664,1,1.0606289130301445,15.64,False,False,False,False,False,False,False,False
TechCloudVentures,1.6811163284913662,0.9864581886800525,-0.3631264776695027,0.5989127755056985,-1.638622051589339,2,-0.29654180101994426,28.45,False,False,True,False,False,False,False,False
InnoAISolutions,-0.5890475803877324,0.7484706883953595,1.607981292262161,-0.1326262596557739,-1.4920474835358175,1,0.3820435560051001,4.0,False,False,False,True,False,False,False,False
TechConnectSolutions,1.221492490779786,-0.20347931274341263,1.4831318557789654,1.5584919695360098,0.0893254664615729,3,-0.29654180101994426,42.98,False,False,False,False,True,False,False,False
HyperCloudTech,0.388202071825362,0.5104831881106665,0.32543708111660624,-0.9283958877689609,-0.426576203462307,3,-1.1447734973012498,33.65,False,False,False,False,False,False,False,True
GreenHealthAnalytics,-0.8750140573015657,-0.20347931274341263,-0.6695750944918921,0.7377198287302089,-0.7377495903972773,2,-0.6358344795324664,83.47,False,False,False,False,True,False,False,False
NextSphereInnovations,-1.0520873999054505,0.7484706883953595,-1.6343207400438582,-1.7164061153913366,1.6703583362546626,2,-0.9751271580449886,37.93,False,False,False,False,False,False,False,False
SmartFinanceInc,-1.0679124584767428,1.4624331892494387,-1.2446391655660052,0.8394541907208438,1.0231857074707842,1,0.04275087749257791,39.3,False,False,False,False,False,False,False,True
GreenSphereSystems,-0.4721373459205219,1.4624331892494387,-0.28367683627110546,1.4520157516898786,-0.3170703776775415,1,0.212397216748839,26.64,True,False,False,False,False,False,False,False
TechConnectAI,1.5873511136086003,-1.6314043144515709,-0.7717246334326885,1.1856096681720296,-1.033959448343025,2,0.8909825737738833,33.81,True,False,False,False,False,False,False,False
NextEdgeAI,-0.6540906625331754,-1.393416814166878,-0.08694439090364586,0.2993137009993794,-0.4296369253010115,1,-0.8054808187887276,93.02,False,False,False,False,False,False,False,False
SmartConnectInc,0.8314431396503622,-1.6314043144515709,0.7340352368797919,-0.09598464622694376,-1.1519672792353035,1,1.5695679307989276,54.33,False,False,False,False,False,False,False,True
QuantumCloudHub,-1.3207648260453613,-1.6314043144515709,-0.6733584107489585,-1.7172682710014269,0.7864898852776268,1,0.04275087749257791,9.32,True,False,False,False,False,False,False,False
GreenHealthVentures,1.653021620983742,-0.4414668130281057,1.1275001276147114,-0.008906929607840832,0.12299340668732385,1,0.04275087749257791,47.0,False,True,False,False,False,False,False,False
GreenCloudInc,-1.5512390270880556,0.5104831881106665,1.3582824192957699,-0.85425050530121,0.726635769320736,1,0.5516898952613611,88.09,False,False,False,False,False,False,False,False
InnoCloudNetwork,0.6264145173676751,1.7004206895341316,0.2119375934046103,1.0894793176469804,1.5860184455881354,3,-1.653712515070033,59.14,False,False,False,False,False,False,True,False
NextDataSystems,0.829072866560389,-1.6314043144515709,1.0745337000157797,1.6291887295634002,-1.4862661200627088,3,-0.29654180101994426,41.0,False,False,True,False,False,False,False,False
NeuroDataInc,0.4962586391623784,-1.393416814166878,-1.1349229941110757,0.13377982386207524,-1.0761293936762888,2,1.2302752522864056,41.87,False,False,False,False,False,False,False,True
QuantumGrowthHub,-0.33382493972914085,-1.393416814166878,1.2750494616403065,1.4636548524260957,0.995639210922443,3,0.8909825737738833,35.46,False,False,False,True,False,False,False,False
TechAISystems,-0.03865622611305854,0.9864581886800525,0.8967178359336527,-0.5287867624921871,-1.1135382161493455,2,-0.1268954617636832,82.86,False,False,True,False,False,False,False,False
TechEdgeAnalytics,-1.2134053978524546,-0.9174418135974918,0.2913872348030075,-0.46757371417578825,0.7732267573099066,1,0.5516898952613611,34.46,False,False,False,False,False,False,False,True
InnoHealthInc,0.104954437573557,0.7484706883953595,-0.45392606783909956,-0.29040073630226726,-0.3704629697527222,1,0.212397216748839,26.37,True,False,False,False,False,False,False,False
QuantumEdgeTech,0.12621718146890548,1.2244456889647455,-0.24584367370044025,-0.853819427496165,-1.4682418692347814,3,0.212397216748839,40.67,False,False,False,False,False,False,True,False
NextSphereHub,-0.5511929248625712,0.7484706883953595,1.0707503837587133,-0.049428243282076685,0.22875835022478372,3,1.5695679307989276,79.66,True,False,False,False,False,False,False,False
GreenCloudSystems,1.6713563804738294,-1.1554293138821847,0.026555096808350075,-0.15374907210298208,1.2377763163844087,1,-0.6358344795324664,32.82,False,False,False,True,False,False,False,False
FinEdgeInnovations,0.7946341928413658,-0.20347931274341263,1.5096150695784312,0.9454993307619294,1.485354705115183,3,0.3820435560051001,11.15,False,False,False,False,True,False,False,False
AgriEdgeHub,1.2792156119120761,-0.4414668130281057,-1.4338049784193319,1.441238806563752,-0.9217329809238555,3,-0.29654180101994426,23.59,False,False,True,False,False,False,False,False
NeuroGrowthHub,0.9015056236333955,1.4624331892494387,0.7643017669363242,0.4238951866574027,-1.2811977568694988,2,-0.6358344795324664,97.63,False,False,False,False,False,True,False,False
SmartCloudSolutions,0.7910090692919947,-0.9174418135974918,0.3481369786590056,-1.0387518058604972,0.3154788023214147,3,1.2302752522864056,42.83,False,False,False,False,False,False,False,True
InnoAISystems,0.16734839097138254,1.4624331892494387,-0.5031091791809644,-0.8585612833516607,-1.1353033492245783,2,-0.1268954617636832,12.79,False,False,False,False,False,False,True,False
GreenGrowthSolutions,0.024156010771233083,0.7484706883953595,0.3330037136307395,0.9256697517298564,-0.6452477748275375,1,1.5695679307989276,91.7,False,False,True,False,False,False,False,False
HyperHealthSystems,-0.3222524299369185,0.7484706883953595,-1.0933065152833439,1.3998553372794262,-1.2896997619770114,1,-0.46618814027620536,2.46,False,False,False,False,False,False,False,False
TechSphereAnalytics,-1.3388207298778045,0.9864581886800525,0.4200199875432696,-1.017197915608244,0.7300365713637414,2,1.0606289130301445,87.01,False,False,False,False,False,False,True,False
SmartLabNetwork,0.1584250099267771,0.27249568782597344,-1.5662210474166607,-0.13305733746081919,-1.4529382600412584,1,-0.46618814027620536,45.92,False,False,False,False,False,False,False,True
TechLabInnovations,-1.2243504824149782,-0.9174418135974918,0.018988464294217168,-1.3387819581718612,0.06449961154763524,3,1.2302752522864056,57.65,True,False,False,False,False,False,False,False
SmartEdgeNetwork,-1.6081952951618248,0.03450818754128039,1.1123668625864456,0.1492986248436975,-0.6666728276984699,3,-1.653712515070033,87.22,False,False,False,False,True,False,False,False
HyperAIAnalytics,-1.491563916352258,-0.6794543133127987,-0.9003573861729506,1.5011586214650159,-1.3220073813855604,2,0.7213362345176223,25.85,True,False,False,False,False,False,False,False
TechHealthAnalytics,-0.31632674721198517,1.7004206895341316,1.5890647109768288,0.04454671821774711,1.0735175777072605,1,0.8909825737738833,28.89,False,False,False,False,False,False,True,False
TechFinanceInc,-0.06675093362068282,-0.6794543133127987,-0.4955425466668315,-0.14598967161217097,0.8028137350840515,2,-0.1268954617636832,7.25,False,False,False,False,False,False,False,True
TechLabSystems,-0.20004393797447345,0.27249568782597344,0.359486927430205,0.11438132263504726,-0.3793050550645355,3,0.7213362345176223,21.58,False,False,False,False,False,True,False,False
InnoEdgeVentures,1.4766454175239667,-0.6794543133127987,0.29895386731714074,-0.5533581973797558,-0.09771864590370984,3,-0.1268954617636832,24.55,False,False,False,False,False,True,False,False
SmartFinanceSolutions,1.3973806968386844,-0.4414668130281057,-0.05289454459004712,1.1588828442592356,1.150715784083477,2,0.7213362345176223,88.9,False,True,False,False,False,False,False,False
InnoEdgeAnalytics,0.6421001481101453,0.9864581886800525,-0.5901254530934948,1.1580206886491455,0.6256319486434835,2,-0.46618814027620536,2.69,False,False,False,False,False,False,True,False
GreenConnectVentures,0.5668788344606994,-1.6314043144515709,-1.0516900364556119,-1.3042957337682561,0.4793974607942625,1,1.3999215915426666,85.75,True,False,False,False,False,False,False,False
NextDataAnalytics,-0.7532238488255866,-1.6314043144515709,-1.3732719183062674,-0.8831327182392293,-0.7931826636982612,3,-0.6358344795324664,48.8,False,True,False,False,False,False,False,False
FinHealthSystems,0.8954405130796403,-1.6314043144515709,-1.2635557468513379,-0.6313832800929123,0.06790041359064042,2,-0.29654180101994426,52.53,True,False,False,False,False,False,False,False
AgriConnectVentures,-1.6963136829773016,0.27249568782597344,1.691214249917625,1.2188026591604995,-1.3760801338693422,1,-0.46618814027620536,64.88,True,False,False,False,False,False,False,False
InnoDataNetwork,-1.0004293893269158,-1.6314043144515709,-0.47662596538149893,0.47950422350821587,1.4914761487925925,3,-1.653712515070033,69.16,False,False,False,False,False,False,False,False
QuantumFinanceTech,0.06696035421957389,0.9864581886800525,0.9723841610749835,-0.7434635094046287,1.5482695429107785,1,1.3999215915426666,31.48,False,False,True,False,False,False,False,False
NextConnectInc,-0.19000513429929236,-0.4414668130281057,0.19680432837634415,1.3593340236051903,1.3421809391046668,3,-1.653712515070033,91.18,True,False,False,False,False,False,False,False
FinDataSolutions,-1.337008168103119,0.5104831881106665,0.798351613249923,-1.1042756322273468,-0.7976037063541679,3,1.0606289130301445,81.06,False,False,False,False,True,False,False,False
FinConnectAnalytics,-1.3830890655287758,1.2244456889647455,1.0745337000157797,-1.5952732521736739,1.455767727341038,1,-1.3144198365575108,83.24,False,False,False,True,False,False,False,False
NeuroDataInnovations,-0.1663721173139708,-1.1554293138821847,0.6054024841395298,-0.09124279037144778,0.7313968921809433,2,1.0606289130301445,76.4,False,False,False,False,True,False,False,False
NextLabAI,0.5174516691433155,-1.1554293138821847,0.707552023080326,0.21913322926099763,-0.947238996246394,1,-1.3144198365575108,31.95,False,False,False,False,False,False,False,True
GreenSphereTech,1.58588712140597,-0.9174418135974918,1.1842498714707095,0.9174792734340004,-1.6308002068904273,1,0.7213362345176223,86.38,False,False,False,True,False,False,False,False
NeuroHealthInnovations,0.9671761310085372,-1.6314043144515709,-1.0554733527126785,-1.5383709819077254,1.1432340195888657,3,0.5516898952613611,27.15,False,False,False,False,False,False,False,False
HyperHealthInnovations,1.5821922839421878,0.9864581886800525,-0.7603746846614888,0.467434044966954,-0.8431744537304368,1,1.5695679307989276,51.13,False,False,False,False,True,False,False,False
GreenCloudInnovations,-1.0166727313846737,0.27249568782597344,-1.172756156681741,1.535213768063576,0.07878298012825688,3,-1.1447734973012498,50.95,False,True,False,False,False,False,False,False
SmartCloudAnalytics,-0.0007318566734863351,-0.4414668130281057,1.5058317533213648,0.38035632834785144,0.4902800273318787,1,0.7213362345176223,79.81,True,False,False,False,False,False,False,False
NextConnectHub,-0.5009989064866669,0.27249568782597344,-1.3467887045068017,1.4347726394880764,-1.025797523439813,1,-0.6358344795324664,64.15,False,False,False,True,False,False,False,False
